timestamp,total_value,max_deviation,weights_before
2020-08-28 19:00:00,10623.890150006911,0.05029874733490933,"{'BTC/USDT': np.float64(0.36838302705158166), 'ETH/USDT': np.float64(0.28537354818135463), 'SOL/USDT': np.float64(0.20029874733490932), 'BNB/USDT': np.float64(0.14594467743215445)}"
2020-09-13 01:00:00,10266.482199069858,0.05311287598742695,"{'BTC/USDT': np.float64(0.3751830921056506), 'ETH/USDT': np.float64(0.3010586312319911), 'SOL/USDT': np.float64(0.12064540067493147), 'BNB/USDT': np.float64(0.20311287598742694)}"
2020-10-08 06:00:00,9269.577688541476,0.051613501935896644,"{'BTC/USDT': np.float64(0.45161350193589667), 'ETH/USDT': np.float64(0.2932975909847018), 'SOL/USDT': np.float64(0.10520562406810127), 'BNB/USDT': np.float64(0.14988328301130022)}"
2020-10-28 02:00:00,10896.514211210808,0.05024625790415285,"{'BTC/USDT': np.float64(0.44327612603015354), 'ETH/USDT': np.float64(0.30724453786743194), 'SOL/USDT': np.float64(0.09975374209584714), 'BNB/USDT': np.float64(0.14972559400656735)}"
2020-12-17 05:00:00,15511.714249442579,0.052342293147736696,"{'BTC/USDT': np.float64(0.4523422931477367), 'ETH/USDT': np.float64(0.3345361758079061), 'SOL/USDT': np.float64(0.11140064405123275), 'BNB/USDT': np.float64(0.10172088699312437)}"
2020-12-26 21:00:00,16499.667675317098,0.050688301586743034,"{'BTC/USDT': np.float64(0.45068830158674306), 'ETH/USDT': np.float64(0.28188010103304023), 'SOL/USDT': np.float64(0.11171030349216746), 'BNB/USDT': np.float64(0.1557212938880492)}"
2021-01-04 05:00:00,23656.56676768855,0.05716696696156093,"{'BTC/USDT': np.float64(0.3428330330384391), 'ETH/USDT': np.float64(0.35041294377645105), 'SOL/USDT': np.float64(0.1768530135023467), 'BNB/USDT': np.float64(0.12990100968276333)}"
2021-01-12 04:00:00,25892.77965569191,0.05453758421574645,"{'BTC/USDT': np.float64(0.39301574083502455), 'ETH/USDT': np.float64(0.27704603702942754), 'SOL/USDT': np.float64(0.20453758421574644), 'BNB/USDT': np.float64(0.12540063791980138)}"
2021-01-24 08:00:00,27466.472545323864,0.0513125967189173,"{'BTC/USDT': np.float64(0.3486874032810827), 'ETH/USDT': np.float64(0.3419637757686524), 'SOL/USDT': np.float64(0.15508025369366563), 'BNB/USDT': np.float64(0.15426856725659907)}"
2021-02-04 23:00:00,34927.75786932682,0.05247681676098376,"{'BTC/USDT': np.float64(0.35606257689747134), 'ETH/USDT': np.float64(0.28408899836870377), 'SOL/USDT': np.float64(0.20247681676098375), 'BNB/USDT': np.float64(0.15737160797284103)}"
2021-02-09 11:00:00,44256.811444206825,0.05009654092473345,"{'BTC/USDT': np.float64(0.3963987852663307), 'ETH/USDT': np.float64(0.2601655348825721), 'SOL/USDT': np.float64(0.14333913892636382), 'BNB/USDT': np.float64(0.20009654092473345)}"
2021-02-10 17:00:00,46424.48708367072,0.05023768981552368,"{'BTC/USDT': np.float64(0.3696680478111434), 'ETH/USDT': np.float64(0.2833221825687006), 'SOL/USDT': np.float64(0.1467720798046323), 'BNB/USDT': np.float64(0.20023768981552367)}"
2021-02-19 01:00:00,55593.07070088487,0.05434527476748968,"{'BTC/USDT': np.float64(0.38129477056443145), 'ETH/USDT': np.float64(0.2764676845237947), 'SOL/USDT': np.float64(0.1378922701442841), 'BNB/USDT': np.float64(0.20434527476748968)}"
2021-02-22 19:00:00,61088.928240718466,0.05738288562800942,"{'BTC/USDT': np.float64(0.38001599346420617), 'ETH/USDT': np.float64(0.2487276803792202), 'SOL/USDT': np.float64(0.2073828856280094), 'BNB/USDT': np.float64(0.1638734405285641)}"
2021-02-24 19:00:00,59716.414330833984,0.05079514345845362,"{'BTC/USDT': np.float64(0.3738980113791134), 'ETH/USDT': np.float64(0.2810244604998362), 'SOL/USDT': np.float64(0.20079514345845362), 'BNB/USDT': np.float64(0.14428238466259677)}"
2021-04-09 02:00:00,80737.96094038307,0.05010411143793264,"{'BTC/USDT': np.float64(0.3498958885620674), 'ETH/USDT': np.float64(0.2878516961330696), 'SOL/USDT': np.float64(0.17523496314441434), 'BNB/USDT': np.float64(0.1870174521604488)}"
2021-04-12 20:00:00,88701.13342823104,0.05145335138425153,"{'BTC/USDT': np.float64(0.37758726787032165), 'ETH/USDT': np.float64(0.282668068001495), 'SOL/USDT': np.float64(0.1382913127439318), 'BNB/USDT': np.float64(0.20145335138425152)}"
2021-04-22 05:00:00,92735.24693064376,0.05303046075165996,"{'BTC/USDT': np.float64(0.34696953924834006), 'ETH/USDT': np.float64(0.33122383792861626), 'SOL/USDT': np.float64(0.188312365335133), 'BNB/USDT': np.float64(0.13349425748791058)}"
2021-04-25 22:00:00,89136.6133310974,0.052123388746616595,"{'BTC/USDT': np.float64(0.3720663231285018), 'ETH/USDT': np.float64(0.2869137025838952), 'SOL/USDT': np.float64(0.2021233887466166), 'BNB/USDT': np.float64(0.13889658554098647)}"
2021-05-03 21:00:00,111669.36509651317,0.05004242687691368,"{'BTC/USDT': np.float64(0.37451137466894113), 'ETH/USDT': np.float64(0.35004242687691367), 'SOL/USDT': np.float64(0.11527725693455819), 'BNB/USDT': np.float64(0.16016894151958713)}"
2021-05-10 17:00:00,118633.63579336669,0.05100881259457779,"{'BTC/USDT': np.float64(0.37569461952907496), 'ETH/USDT': np.float64(0.3510088125945778), 'SOL/USDT': np.float64(0.13428302189878757), 'BNB/USDT': np.float64(0.13901354597755963)}"
2021-05-17 06:00:00,100517.01609298213,0.05240454994300342,"{'BTC/USDT': np.float64(0.3671968629322089), 'ETH/USDT': np.float64(0.29071299472174755), 'SOL/USDT': np.float64(0.20240454994300341), 'BNB/USDT': np.float64(0.13968559240304007)}"
2021-05-20 00:00:00,71404.31502502123,0.05502423729918493,"{'BTC/USDT': np.float64(0.45502423729918495), 'ETH/USDT': np.float64(0.2771373472402929), 'SOL/USDT': np.float64(0.14543375647122664), 'BNB/USDT': np.float64(0.12240465898929544)}"
2021-06-06 20:00:00,82023.01856407529,0.050283329011522826,"{'BTC/USDT': np.float64(0.3497166709884772), 'ETH/USDT': np.float64(0.31739452115275796), 'SOL/USDT': np.float64(0.16375442649831318), 'BNB/USDT': np.float64(0.16913438136045164)}"
2021-06-21 10:00:00,65177.42772153335,0.05284172375961088,"{'BTC/USDT': np.float64(0.4528417237596109), 'ETH/USDT': np.float64(0.2702658315482541), 'SOL/USDT': np.float64(0.13158135228218779), 'BNB/USDT': np.float64(0.14531109240994725)}"
2021-08-16 14:00:00,104975.44112713561,0.05859324626858839,"{'BTC/USDT': np.float64(0.35381560624257763), 'ETH/USDT': np.float64(0.3075193852461413), 'SOL/USDT': np.float64(0.20859324626858838), 'BNB/USDT': np.float64(0.13007176224269254)}"
2021-08-30 02:00:00,116864.06807522484,0.05163647275061217,"{'BTC/USDT': np.float64(0.37715375783409444), 'ETH/USDT': np.float64(0.2687307301689654), 'SOL/USDT': np.float64(0.20163647275061217), 'BNB/USDT': np.float64(0.15247903924632794)}"
2021-09-06 19:00:00,139859.43538619688,0.05322572997228556,"{'BTC/USDT': np.float64(0.35719164100027084), 'ETH/USDT': np.float64(0.3089101031255802), 'SOL/USDT': np.float64(0.20322572997228555), 'BNB/USDT': np.float64(0.13067252590186343)}"
2021-09-09 00:00:00,132286.27706961991,0.05486341795847846,"{'BTC/USDT': np.float64(0.37893936704448994), 'ETH/USDT': np.float64(0.2831268294370983), 'SOL/USDT': np.float64(0.20486341795847846), 'BNB/USDT': np.float64(0.13307038555993325)}"
2021-10-06 19:00:00,139236.81688498758,0.051466346037582045,"{'BTC/USDT': np.float64(0.45146634603758207), 'ETH/USDT': np.float64(0.2909022684468209), 'SOL/USDT': np.float64(0.10856064486117872), 'BNB/USDT': np.float64(0.14907074065441836)}"
2021-11-06 18:00:00,175799.1889486987,0.050344271426894016,"{'BTC/USDT': np.float64(0.349655728573106), 'ETH/USDT': np.float64(0.29417324318150273), 'SOL/USDT': np.float64(0.18752153250938491), 'BNB/USDT': np.float64(0.16864949573600646)}"
2022-01-24 04:00:00,94719.91910736586,0.05052940513946612,"{'BTC/USDT': np.float64(0.42917398246727156), 'ETH/USDT': np.float64(0.3057094704209822), 'SOL/USDT': np.float64(0.09947059486053388), 'BNB/USDT': np.float64(0.16564595225121234)}"
2022-05-11 20:00:00,71807.15650615173,0.052901930210028744,"{'BTC/USDT': np.float64(0.42792598276994537), 'ETH/USDT': np.float64(0.3314902952809012), 'SOL/USDT': np.float64(0.09709806978997125), 'BNB/USDT': np.float64(0.1434856521591822)}"
2022-06-12 01:00:00,63190.420823498425,0.05069214486092838,"{'BTC/USDT': np.float64(0.4506921448609284), 'ETH/USDT': np.float64(0.25263076007568763), 'SOL/USDT': np.float64(0.127243183725781), 'BNB/USDT': np.float64(0.16943391133760294)}"
2022-06-18 23:00:00,45660.47701876491,0.05136216204426233,"{'BTC/USDT': np.float64(0.37180830921310626), 'ETH/USDT': np.float64(0.27291602167022905), 'SOL/USDT': np.float64(0.20136216204426233), 'BNB/USDT': np.float64(0.15391350707240234)}"
2022-07-18 23:00:00,61851.18716326481,0.05186550884738117,"{'BTC/USDT': np.float64(0.34917746236434005), 'ETH/USDT': np.float64(0.35186550884738116), 'SOL/USDT': np.float64(0.15050510207237477), 'BNB/USDT': np.float64(0.14845192671590401)}"
2022-11-04 00:00:00,58957.503812474635,0.05157367220497619,"{'BTC/USDT': np.float64(0.3793696590467209), 'ETH/USDT': np.float64(0.306278068716425), 'SOL/USDT': np.float64(0.112778600031878), 'BNB/USDT': np.float64(0.20157367220497618)}"
2022-11-09 17:00:00,44806.95698517343,0.057800392224655245,"{'BTC/USDT': np.float64(0.4400952449046789), 'ETH/USDT': np.float64(0.2997962582092278), 'SOL/USDT': np.float64(0.09219960777534475), 'BNB/USDT': np.float64(0.1679088891107486)}"
2022-12-29 19:00:00,41143.67612795783,0.05144856781867001,"{'BTC/USDT': np.float64(0.426745357491543), 'ETH/USDT': np.float64(0.33507346877319166), 'SOL/USDT': np.float64(0.09855143218132999), 'BNB/USDT': np.float64(0.13962974155393534)}"
2023-01-03 15:00:00,44351.332410340045,0.057223236157062124,"{'BTC/USDT': np.float64(0.37251211281153745), 'ETH/USDT': np.float64(0.281396047073513), 'SOL/USDT': np.float64(0.20722323615706212), 'BNB/USDT': np.float64(0.13886860395788736)}"
2023-01-14 05:00:00,59552.327375209454,0.05302708872272682,"{'BTC/USDT': np.float64(0.37229142304700225), 'ETH/USDT': np.float64(0.28516682800878795), 'SOL/USDT': np.float64(0.20302708872272682), 'BNB/USDT': np.float64(0.13951466022148307)}"
2023-03-17 22:00:00,69683.96487206945,0.051270812908219776,"{'BTC/USDT': np.float64(0.4512708129082198), 'ETH/USDT': np.float64(0.2937724005801508), 'SOL/USDT': np.float64(0.11418095194496998), 'BNB/USDT': np.float64(0.1407758345666595)}"
2023-06-24 15:00:00,68334.98312682124,0.05067354545564434,"{'BTC/USDT': np.float64(0.45067354545564436), 'ETH/USDT': np.float64(0.3235488346400061), 'SOL/USDT': np.float64(0.1199723272357672), 'BNB/USDT': np.float64(0.1058052926685823)}"
2023-07-13 16:00:00,75918.2787286652,0.05544984008752546,"{'BTC/USDT': np.float64(0.36511126308971825), 'ETH/USDT': np.float64(0.28276966063400444), 'SOL/USDT': np.float64(0.20544984008752545), 'BNB/USDT': np.float64(0.14666923618875188)}"
2023-10-31 05:00:00,81179.9857996983,0.05057104323256592,"{'BTC/USDT': np.float64(0.416008811339514), 'ETH/USDT': np.float64(0.25750288854053033), 'SOL/USDT': np.float64(0.20057104323256592), 'BNB/USDT': np.float64(0.12591725688738967)}"
2023-11-11 13:00:00,96590.81655876935,0.05806775689024404,"{'BTC/USDT': np.float64(0.3642249702476116), 'ETH/USDT': np.float64(0.2886495899570763), 'SOL/USDT': np.float64(0.20806775689024404), 'BNB/USDT': np.float64(0.13905768290506815)}"
2023-12-22 01:00:00,117023.53899706603,0.05289152623262483,"{'BTC/USDT': np.float64(0.39211535448033863), 'ETH/USDT': np.float64(0.2707549860174234), 'SOL/USDT': np.float64(0.20289152623262482), 'BNB/USDT': np.float64(0.1342381332696131)}"
2024-04-12 06:00:00,201898.19387771055,0.050006130755889555,"{'BTC/USDT': np.float64(0.37248861403935907), 'ETH/USDT': np.float64(0.27256450013291167), 'SOL/USDT': np.float64(0.15494075507183958), 'BNB/USDT': np.float64(0.20000613075588955)}"
2024-10-23 08:00:00,176746.44772559975,0.05019782899340858,"{'BTC/USDT': np.float64(0.4289339159977049), 'ETH/USDT': np.float64(0.2498021710065914), 'SOL/USDT': np.float64(0.16209458533653698), 'BNB/USDT': np.float64(0.15916932765916672)}"
2025-01-27 10:00:00,232304.86761232073,0.050088489828203075,"{'BTC/USDT': np.float64(0.4500884898282031), 'ETH/USDT': np.float64(0.26915977366824806), 'SOL/USDT': np.float64(0.1536973720598768), 'BNB/USDT': np.float64(0.12705436444367207)}"
2025-03-10 18:00:00,161757.59865950712,0.053379034730912434,"{'BTC/USDT': np.float64(0.45337903473091246), 'ETH/USDT': np.float64(0.25884306825348097), 'SOL/USDT': np.float64(0.11235183293689717), 'BNB/USDT': np.float64(0.1754260640787094)}"
2025-04-17 20:00:00,168580.9118234862,0.05013389437674476,"{'BTC/USDT': np.float64(0.42080321728222303), 'ETH/USDT': np.float64(0.24986610562325523), 'SOL/USDT': np.float64(0.16766624273826655), 'BNB/USDT': np.float64(0.16166443435625522)}"
2025-05-09 07:00:00,215494.68080917568,0.050156441542848595,"{'BTC/USDT': np.float64(0.38087154950175595), 'ETH/USDT': np.float64(0.3501564415428486), 'SOL/USDT': np.float64(0.14358643763467122), 'BNB/USDT': np.float64(0.12538557132072425)}"
2025-07-16 19:00:00,262000.68427997606,0.05322484958353252,"{'BTC/USDT': np.float64(0.37852965047497134), 'ETH/USDT': np.float64(0.3532248495835325), 'SOL/USDT': np.float64(0.1301605406770643), 'BNB/USDT': np.float64(0.13808495926443193)}"
2025-08-12 15:00:00,295928.3481977395,0.051025964050149475,"{'BTC/USDT': np.float64(0.3562282992213186), 'ETH/USDT': np.float64(0.35102596405014946), 'SOL/USDT': np.float64(0.13855226373911725), 'BNB/USDT': np.float64(0.15419347298941474)}"
2025-10-07 08:00:00,339547.7655317136,0.05145605212909454,"{'BTC/USDT': np.float64(0.36003456657671806), 'ETH/USDT': np.float64(0.2730205294331941), 'SOL/USDT': np.float64(0.1654888518609934), 'BNB/USDT': np.float64(0.20145605212909454)}"
